locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLNMODBO_05863	CDS	1149	glpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
PLNMODBO_05864	CDS	519				hypothetical protein
PLNMODBO_05865	CDS	444				hypothetical protein
PLNMODBO_05866	CDS	369				hypothetical protein
PLNMODBO_05867	CDS	648	hxpA_2	3.1.3.22	COG0637	Hexitol phosphatase A
PLNMODBO_05868	CDS	1062	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
PLNMODBO_05869	CDS	771	metP		COG2011	Methionine import system permease protein MetP
PLNMODBO_05870	CDS	861			COG1464	Membrane lipoprotein TpN32
PLNMODBO_05871	CDS	636				hypothetical protein
PLNMODBO_05872	CDS	1215	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
PLNMODBO_05873	CDS	3864	cobT_2	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
PLNMODBO_05874	CDS	1224	cysG_2	4.99.1.4		Siroheme synthase
PLNMODBO_05875	CDS	840	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
PLNMODBO_05876	CDS	432				hypothetical protein
PLNMODBO_05877	CDS	1512	pknD_14	2.7.11.1		Serine/threonine-protein kinase PknD
PLNMODBO_05878	CDS	270				hypothetical protein
PLNMODBO_05879	CDS	210				hypothetical protein
PLNMODBO_05880	CDS	1341				hypothetical protein
PLNMODBO_05881	CDS	279				hypothetical protein
PLNMODBO_05882	tRNA	73				tRNA-Val(gac)
PLNMODBO_05883	tRNA	73				tRNA-Val(gac)
PLNMODBO_05884	tRNA	73				tRNA-Val(gac)
PLNMODBO_05885	tRNA	74				tRNA-Cys(gca)
PLNMODBO_05886	tRNA	74				tRNA-Gly(gcc)
PLNMODBO_05887	CDS	1071	menF_2	5.4.4.2		Isochorismate synthase MenF
PLNMODBO_05888	CDS	825	dat_2	2.6.1.21		D-alanine aminotransferase
PLNMODBO_05889	CDS	831	ypeA_2	2.3.1.-		Acetyltransferase YpeA
PLNMODBO_05890	CDS	525				hypothetical protein
PLNMODBO_05891	CDS	453				hypothetical protein
PLNMODBO_05892	CDS	174				hypothetical protein
PLNMODBO_05893	CDS	564				hypothetical protein
PLNMODBO_05894	CDS	414	ssgB_3			Sporulation-specific cell division protein SsgB
PLNMODBO_05895	CDS	465				hypothetical protein
PLNMODBO_05896	tRNA	73				tRNA-Val(cac)
PLNMODBO_05897	CDS	462				hypothetical protein
PLNMODBO_05898	tRNA	74				tRNA-Val(cac)
PLNMODBO_05899	CDS	726	dinG_4	3.1.-.-		3'-5' exonuclease DinG
PLNMODBO_05900	CDS	534				hypothetical protein
PLNMODBO_05901	CDS	1191				hypothetical protein
PLNMODBO_05902	CDS	1983	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
PLNMODBO_05903	CDS	546		2.7.7.53	COG0537	AP-4-A phosphorylase
PLNMODBO_05904	CDS	777				hypothetical protein
PLNMODBO_05905	CDS	1206				hypothetical protein
PLNMODBO_05906	CDS	1671				hypothetical protein
PLNMODBO_05907	CDS	2196			COG0480	Elongation factor G-like protein
PLNMODBO_05908	CDS	657	pgsA2_2	2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
PLNMODBO_05909	CDS	1026		2.3.1.265	COG1560	Phosphatidylinositol mannoside acyltransferase
PLNMODBO_05910	CDS	1161	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
PLNMODBO_05911	CDS	705				hypothetical protein
PLNMODBO_05912	CDS	546				hypothetical protein
PLNMODBO_05913	CDS	930	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
PLNMODBO_05914	CDS	588	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
PLNMODBO_05915	CDS	753			COG0217	putative transcriptional regulatory protein
PLNMODBO_05916	CDS	624	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
PLNMODBO_05917	CDS	621	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
PLNMODBO_05918	CDS	1083	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
PLNMODBO_05919	CDS	564				hypothetical protein
PLNMODBO_05920	CDS	1791	secD			Protein translocase subunit SecD
PLNMODBO_05921	CDS	1155	secF		COG0341	Protein translocase subunit SecF
PLNMODBO_05922	CDS	549	apt_2	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
PLNMODBO_05923	CDS	2517	relA_2		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
PLNMODBO_05924	CDS	1230				putative protein
PLNMODBO_05925	CDS	828	ppiB	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase B
PLNMODBO_05926	CDS	720		3.-.-.-		putative protein
PLNMODBO_05927	CDS	1263	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
PLNMODBO_05928	CDS	645				hypothetical protein
PLNMODBO_05929	CDS	1356			COG2256	putative AAA domain-containing protein
PLNMODBO_05930	CDS	888				hypothetical protein
PLNMODBO_05931	CDS	612	rpsD			30S ribosomal protein S4
PLNMODBO_05932	CDS	2229				hypothetical protein
PLNMODBO_05933	CDS	435				hypothetical protein
PLNMODBO_05934	CDS	354				hypothetical protein
PLNMODBO_05935	CDS	2670	alaS_2	6.1.1.7	COG0013	Alanine--tRNA ligase
PLNMODBO_05936	CDS	465		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PLNMODBO_05937	CDS	1842	mltG_3	4.2.2.-		Endolytic murein transglycosylase
PLNMODBO_05938	CDS	840	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
PLNMODBO_05939	CDS	1185	aroC	4.2.3.5	COG0082	Chorismate synthase
PLNMODBO_05940	CDS	582	aroK	2.7.1.71	COG0703	Shikimate kinase
PLNMODBO_05941	CDS	1092	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
PLNMODBO_05942	CDS	438	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
PLNMODBO_05943	CDS	840				hypothetical protein
PLNMODBO_05944	CDS	1107		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
PLNMODBO_05945	CDS	567	efp		COG0231	Elongation factor P
PLNMODBO_05946	CDS	435	nusB		COG0781	Transcription antitermination protein NusB
PLNMODBO_05947	CDS	501				hypothetical protein
PLNMODBO_05948	CDS	576	pyrR		COG2065	Bifunctional protein PyrR
PLNMODBO_05949	CDS	987	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
PLNMODBO_05950	CDS	1290	pyrC	3.5.2.3	COG0044	Dihydroorotase
PLNMODBO_05951	CDS	582				hypothetical protein
PLNMODBO_05952	CDS	1182	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
PLNMODBO_05953	CDS	3312	carB_3	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
PLNMODBO_05954	CDS	1110	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
PLNMODBO_05955	CDS	861	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
PLNMODBO_05956	CDS	324				hypothetical protein
PLNMODBO_05957	CDS	594	gmk	2.7.4.8	COG0194	Guanylate kinase
PLNMODBO_05958	CDS	273	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
PLNMODBO_05959	CDS	1350	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
PLNMODBO_05960	CDS	1209	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
PLNMODBO_05961	CDS	1182				hypothetical protein
PLNMODBO_05962	CDS	1959				hypothetical protein
PLNMODBO_05963	CDS	777				hypothetical protein
PLNMODBO_05964	CDS	1290				hypothetical protein
PLNMODBO_05965	CDS	1989	priA_2	3.6.4.-	COG1198	putative primosomal protein N'
PLNMODBO_05966	CDS	543				hypothetical protein
PLNMODBO_05967	CDS	933	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
PLNMODBO_05968	CDS	1431		2.1.1.-	COG0144	Putative methyltransferase
PLNMODBO_05969	CDS	684	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
PLNMODBO_05970	CDS	1017	deoR		COG2390	Deoxyribonucleoside regulator
PLNMODBO_05971	CDS	447				hypothetical protein
PLNMODBO_05972	CDS	450				hypothetical protein
PLNMODBO_05973	CDS	417				hypothetical protein
PLNMODBO_05974	CDS	1341				hypothetical protein
PLNMODBO_05975	CDS	1053			COG1253	putative protein
PLNMODBO_05976	CDS	1140				hypothetical protein
PLNMODBO_05977	CDS	1440	guaB1	1.-.-.-	COG0516	putative oxidoreductase
PLNMODBO_05978	CDS	1476	yhdG_5		COG0531	putative amino acid permease YhdG
PLNMODBO_05979	CDS	450	asnC_3		COG1522	Regulatory protein AsnC
PLNMODBO_05980	CDS	1011				hypothetical protein
PLNMODBO_05981	CDS	630				hypothetical protein
PLNMODBO_05982	CDS	798	ramA_2	3.5.1.100		(R)-stereoselective amidase
PLNMODBO_05983	CDS	1686	iaaM	1.13.12.3		Tryptophan 2-monooxygenase
PLNMODBO_05984	CDS	717				hypothetical protein
PLNMODBO_05985	CDS	453				hypothetical protein
PLNMODBO_05986	CDS	1422	rutG		COG2233	Putative pyrimidine permease RutG
PLNMODBO_05987	CDS	471				hypothetical protein
PLNMODBO_05988	CDS	1263	ybjJ_2			Inner membrane protein YbjJ
PLNMODBO_05989	CDS	1257	nagC_4		COG1940	N-acetylglucosamine repressor
PLNMODBO_05990	CDS	789				hypothetical protein
PLNMODBO_05991	CDS	1128	ribD		COG0117	Riboflavin biosynthesis protein RibD
PLNMODBO_05992	CDS	636	ribE	2.5.1.9	COG0307	Riboflavin synthase
PLNMODBO_05993	CDS	654	ribM			Riboflavin/roseoflavin transporter RibM
PLNMODBO_05994	CDS	1302	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
PLNMODBO_05995	CDS	486	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
PLNMODBO_05996	CDS	270	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
PLNMODBO_05997	CDS	849	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
PLNMODBO_05998	CDS	465				putative protein
PLNMODBO_05999	CDS	1347				hypothetical protein
PLNMODBO_06000	CDS	1176			COG1253	putative protein
PLNMODBO_06001	CDS	438	dnrD	5.5.1.23		Aklanonic acid methyl ester cyclase DnrD
PLNMODBO_06002	CDS	657				HTH-type transcriptional repressor
PLNMODBO_06003	CDS	1908				hypothetical protein
PLNMODBO_06004	CDS	645				hypothetical protein
PLNMODBO_06005	CDS	1359				hypothetical protein
PLNMODBO_06006	CDS	519				hypothetical protein
PLNMODBO_06007	CDS	696	hdl IVa_1	3.8.1.2		(S)-2-haloacid dehalogenase 4A
PLNMODBO_06008	CDS	684				hypothetical protein
PLNMODBO_06009	CDS	939				hypothetical protein
PLNMODBO_06010	CDS	588				hypothetical protein
PLNMODBO_06011	CDS	393				hypothetical protein
PLNMODBO_06012	CDS	534				hypothetical protein
PLNMODBO_06013	CDS	684	glpQ_3	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
PLNMODBO_06014	CDS	1398				hypothetical protein
PLNMODBO_06015	CDS	762				hypothetical protein
PLNMODBO_06016	CDS	1071	ltaE	4.1.2.48		Low specificity L-threonine aldolase
PLNMODBO_06017	CDS	702				hypothetical protein
PLNMODBO_06018	CDS	714				hypothetical protein
PLNMODBO_06019	CDS	318				hypothetical protein
PLNMODBO_06020	CDS	525		1.5.1.-		putative flavin reductase
PLNMODBO_06021	CDS	789	etfB		COG2086	Electron transfer flavoprotein subunit beta
PLNMODBO_06022	CDS	963	etfA		COG2025	Electron transfer flavoprotein subunit alpha
PLNMODBO_06023	CDS	336				hypothetical protein
PLNMODBO_06024	CDS	858	sigF_6		COG1191	RNA polymerase sigma factor SigF
PLNMODBO_06025	CDS	207				hypothetical protein
PLNMODBO_06026	CDS	687				hypothetical protein
PLNMODBO_06027	CDS	513				hypothetical protein
PLNMODBO_06028	CDS	1041				hypothetical protein
PLNMODBO_06029	CDS	456				hypothetical protein
PLNMODBO_06030	CDS	3759				hypothetical protein
PLNMODBO_06031	CDS	1284				hypothetical protein
PLNMODBO_06032	CDS	1125				hypothetical protein
PLNMODBO_06033	CDS	2172				hypothetical protein
PLNMODBO_06034	CDS	1194				hypothetical protein
PLNMODBO_06035	CDS	681	menH_7	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PLNMODBO_06036	CDS	504				hypothetical protein
PLNMODBO_06037	CDS	1044	ccpA_3		COG1609	Catabolite control protein A
PLNMODBO_06038	CDS	957	nanK_3	2.7.1.60	COG1940	N-acetylmannosamine kinase
PLNMODBO_06039	CDS	1815	pknD_15	2.7.11.1		Serine/threonine-protein kinase PknD
PLNMODBO_06040	CDS	2070				hypothetical protein
PLNMODBO_06041	CDS	1305				hypothetical protein
PLNMODBO_06042	CDS	960	melD_3		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
PLNMODBO_06043	CDS	906	ngcG_3		COG0395	Diacetylchitobiose uptake system permease protein NgcG
PLNMODBO_06044	CDS	294				hypothetical protein
PLNMODBO_06045	CDS	1035				hypothetical protein
PLNMODBO_06046	CDS	1368	dapE_5	3.5.1.18		Succinyl-diaminopimelate desuccinylase
PLNMODBO_06047	CDS	1206				hypothetical protein
PLNMODBO_06048	CDS	1284				hypothetical protein
PLNMODBO_06049	CDS	666	lnrK_9		COG2197	Transcriptional regulatory protein LnrK
PLNMODBO_06050	CDS	210				hypothetical protein
PLNMODBO_06051	CDS	756				hypothetical protein
PLNMODBO_06052	CDS	384				hypothetical protein
PLNMODBO_06053	CDS	1245	nanK_4	2.7.1.60		N-acetylmannosamine kinase
PLNMODBO_06054	CDS	729	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
PLNMODBO_06055	CDS	1029		3.1.1.25		Phospho-furanose lactonase
PLNMODBO_06056	CDS	585				hypothetical protein
PLNMODBO_06057	CDS	393				hypothetical protein
PLNMODBO_06058	CDS	597	acuR			Transcriptional regulator AcuR
PLNMODBO_06059	CDS	315				hypothetical protein
PLNMODBO_06060	CDS	549				hypothetical protein
PLNMODBO_06061	CDS	291				hypothetical protein
PLNMODBO_06062	CDS	1098	sbnA_4	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
PLNMODBO_06063	CDS	843	srlR_3		COG1349	Glucitol operon repressor
PLNMODBO_06064	CDS	2382				hypothetical protein
PLNMODBO_06065	CDS	2448				hypothetical protein
PLNMODBO_06066	CDS	606				hypothetical protein
PLNMODBO_06067	CDS	726	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
PLNMODBO_06068	CDS	459				hypothetical protein
PLNMODBO_06069	CDS	891				hypothetical protein
PLNMODBO_06070	CDS	840	ycbX_2		COG0633	putative protein YcbX
PLNMODBO_06071	CDS	456				hypothetical protein
PLNMODBO_06072	CDS	1392				hypothetical protein
PLNMODBO_06073	CDS	1155				hypothetical protein
PLNMODBO_06074	CDS	786	murI	5.1.1.3		Glutamate racemase
PLNMODBO_06075	CDS	615				hypothetical protein
PLNMODBO_06076	CDS	480				hypothetical protein
PLNMODBO_06077	CDS	588				hypothetical protein
PLNMODBO_06078	CDS	1089				hypothetical protein
PLNMODBO_06079	CDS	201				hypothetical protein
PLNMODBO_06080	CDS	201				hypothetical protein
PLNMODBO_06081	CDS	825				hypothetical protein
PLNMODBO_06082	CDS	582				hypothetical protein
PLNMODBO_06083	CDS	717				hypothetical protein
PLNMODBO_06084	CDS	1218	abo	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
PLNMODBO_06085	CDS	1410			COG5383	putative protein
PLNMODBO_06086	CDS	1551	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
PLNMODBO_06087	CDS	354				hypothetical protein
PLNMODBO_06088	CDS	189				hypothetical protein
PLNMODBO_06089	CDS	516				hypothetical protein
PLNMODBO_06090	CDS	441				hypothetical protein
PLNMODBO_06091	CDS	588				hypothetical protein
PLNMODBO_06092	CDS	726				hypothetical protein
PLNMODBO_06093	CDS	1671	cocE_2	3.1.1.84		Cocaine esterase
PLNMODBO_06094	CDS	387				hypothetical protein
PLNMODBO_06095	CDS	357				hypothetical protein
PLNMODBO_06096	CDS	216				hypothetical protein
PLNMODBO_06097	CDS	489				hypothetical protein
PLNMODBO_06098	CDS	315				hypothetical protein
PLNMODBO_06099	CDS	786				hypothetical protein
PLNMODBO_06100	CDS	348	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
PLNMODBO_06101	CDS	1935	mnhD1		COG0651	Na(+)/H(+) antiporter subunit D1
PLNMODBO_06102	CDS	435	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
PLNMODBO_06103	CDS	624	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
PLNMODBO_06104	CDS	993	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
PLNMODBO_06105	CDS	999				hypothetical protein
PLNMODBO_06106	CDS	396				hypothetical protein
PLNMODBO_06107	CDS	1650				hypothetical protein
PLNMODBO_06108	CDS	717				hypothetical protein
PLNMODBO_06109	CDS	2307	vgb	4.2.99.-		Virginiamycin B lyase
PLNMODBO_06110	CDS	657				hypothetical protein
PLNMODBO_06111	CDS	1197	sacA	5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
PLNMODBO_06112	CDS	312				hypothetical protein
PLNMODBO_06113	CDS	1392				hypothetical protein
PLNMODBO_06114	CDS	2034				hypothetical protein
PLNMODBO_06115	CDS	882		3.8.1.3	COG0596	Fluoroacetate dehalogenase
PLNMODBO_06116	CDS	5913	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
PLNMODBO_06117	CDS	1611	ppsA	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsA
PLNMODBO_06118	CDS	423				hypothetical protein
PLNMODBO_06119	CDS	750				hypothetical protein
PLNMODBO_06120	CDS	684				hypothetical protein
PLNMODBO_06121	CDS	930				hypothetical protein
PLNMODBO_06122	CDS	774	kdgR			Pectin degradation repressor protein KdgR
PLNMODBO_06123	CDS	858		3.1.1.99		6-deoxy-6-sulfogluconolactonase
PLNMODBO_06124	CDS	354				hypothetical protein
PLNMODBO_06125	CDS	645				hypothetical protein
PLNMODBO_06126	CDS	1242	xylH_2		COG4214	Xylose transport system permease protein XylH
PLNMODBO_06127	CDS	1611	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
PLNMODBO_06128	CDS	1116	sbpA			Multiple sugar-binding periplasmic protein SbpA
PLNMODBO_06129	CDS	966				hypothetical protein
PLNMODBO_06130	CDS	963	neoA	1.1.1.329		2-deoxy-scyllo-inosamine dehydrogenase
PLNMODBO_06131	CDS	1161	dgoD_2	4.2.1.6	COG4948	D-galactonate dehydratase
PLNMODBO_06132	CDS	2607				hypothetical protein
PLNMODBO_06133	CDS	828				hypothetical protein
PLNMODBO_06134	CDS	2448				hypothetical protein
PLNMODBO_06135	CDS	420				hypothetical protein
PLNMODBO_06136	CDS	372				hypothetical protein
PLNMODBO_06137	CDS	483				hypothetical protein
PLNMODBO_06138	CDS	759				hypothetical protein
PLNMODBO_06139	CDS	1845	asnO_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
PLNMODBO_06140	CDS	441				hypothetical protein
PLNMODBO_06141	CDS	1065				hypothetical protein
PLNMODBO_06142	CDS	546				hypothetical protein
PLNMODBO_06143	CDS	414				hypothetical protein
PLNMODBO_06144	CDS	852	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
PLNMODBO_06145	CDS	1215		1.3.99.-		Acyl-CoA dehydrogenase FadE26
PLNMODBO_06146	CDS	2244	pknD_16	2.7.11.1		Serine/threonine-protein kinase PknD
PLNMODBO_06147	CDS	1314	agaA_2	3.2.1.22		Alpha-galactosidase A
PLNMODBO_06148	CDS	1560			COG1233	putative protein
PLNMODBO_06149	CDS	1104		1.13.12.-	COG2070	Putative monooxygenase
PLNMODBO_06150	CDS	1566		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
PLNMODBO_06151	CDS	2415	aac_3	3.5.1.-		Aculeacin-A acylase
PLNMODBO_06152	CDS	1602	lcfB_4	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PLNMODBO_06153	CDS	795			COG3324	Putative glyoxylase CFP32
PLNMODBO_06154	CDS	555		2.3.1.-	COG1670	Acetyltransferase
PLNMODBO_06155	CDS	1284	paaK	6.2.1.30		Phenylacetate-coenzyme A ligase
PLNMODBO_06156	CDS	699		3.1.1.10		Tropinesterase
PLNMODBO_06157	CDS	243				hypothetical protein
PLNMODBO_06158	CDS	1074	sigG_1		COG1595	ECF RNA polymerase sigma factor SigG
PLNMODBO_06159	CDS	435				hypothetical protein
PLNMODBO_06160	CDS	1647	add_2	3.5.4.4		Adenosine deaminase
PLNMODBO_06161	CDS	618		5.4.99.5	COG1605	Secreted chorismate mutase
PLNMODBO_06162	CDS	1260	ncsB3_3	1.14.15.31		2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase
PLNMODBO_06163	CDS	96				hypothetical protein
PLNMODBO_06164	CDS	1635		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
PLNMODBO_06165	CDS	801	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
PLNMODBO_06166	CDS	1083				hypothetical protein
PLNMODBO_06167	CDS	1101				hypothetical protein
PLNMODBO_06168	CDS	1200				hypothetical protein
PLNMODBO_06169	CDS	483				hypothetical protein
PLNMODBO_06170	CDS	120				hypothetical protein
PLNMODBO_06171	CDS	753				hypothetical protein
PLNMODBO_06172	CDS	573				hypothetical protein
PLNMODBO_06173	CDS	738		1.-.-.-		putative oxidoreductase
PLNMODBO_06174	CDS	228				hypothetical protein
PLNMODBO_06175	CDS	240				hypothetical protein
PLNMODBO_06176	CDS	750				hypothetical protein
PLNMODBO_06177	CDS	1215				hypothetical protein
PLNMODBO_06178	CDS	684				hypothetical protein
PLNMODBO_06179	CDS	792				hypothetical protein
PLNMODBO_06180	CDS	252				hypothetical protein
PLNMODBO_06181	CDS	1518	ptlI_1	1.14.15.32	COG2124	Pentalenene oxygenase
PLNMODBO_06182	CDS	1188		4.2.3.181		Selina-4(15),7(11)-diene synthase ((2E,6E)-farnesyl diphosphate cyclizing)
PLNMODBO_06183	CDS	1377				hypothetical protein
PLNMODBO_06184	CDS	2931				hypothetical protein
PLNMODBO_06185	CDS	501				hypothetical protein
PLNMODBO_06186	CDS	1998				hypothetical protein
PLNMODBO_06187	CDS	957				hypothetical protein
PLNMODBO_06188	CDS	1509				55.5 kDa and 49.5 kDa sporulation proteins
PLNMODBO_06189	CDS	1461				hypothetical protein
PLNMODBO_06190	CDS	1425				hypothetical protein
PLNMODBO_06191	CDS	1128	mgtA_2	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
PLNMODBO_06192	CDS	1299	pimC	2.4.1.-		GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase
PLNMODBO_06193	CDS	1059				hypothetical protein
PLNMODBO_06194	CDS	447				hypothetical protein
PLNMODBO_06195	CDS	864	bcpA	2.7.8.23		Carboxyvinyl-carboxyphosphonate phosphorylmutase
PLNMODBO_06196	CDS	3627				hypothetical protein
PLNMODBO_06197	CDS	882	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
PLNMODBO_06198	CDS	672	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
PLNMODBO_06199	CDS	777	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
PLNMODBO_06200	CDS	726				hypothetical protein
PLNMODBO_06201	CDS	711				hypothetical protein
PLNMODBO_06202	CDS	969				hypothetical protein
PLNMODBO_06203	CDS	654	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
PLNMODBO_06204	CDS	1542				hypothetical protein
PLNMODBO_06205	CDS	954				hypothetical protein
PLNMODBO_06206	CDS	4737				hypothetical protein
PLNMODBO_06207	CDS	1242	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
PLNMODBO_06208	CDS	1209	soxA	1.5.3.1		Monomeric sarcosine oxidase
PLNMODBO_06209	CDS	2457	dmg	1.5.3.10		Dimethylglycine oxidase
PLNMODBO_06210	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
PLNMODBO_06211	CDS	807	xynR_2		COG1414	HTH-type transcriptional regulator XynR
PLNMODBO_06212	CDS	345	hcaC_2		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
PLNMODBO_06213	CDS	282	hcaD	1.18.1.3		3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
PLNMODBO_06214	CDS	438	thcD_2	1.18.1.-		Rhodocoxin reductase
PLNMODBO_06215	CDS	753				hypothetical protein
PLNMODBO_06216	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
PLNMODBO_06217	CDS	198				hypothetical protein
PLNMODBO_06218	CDS	1149				hypothetical protein
